id,topic1_id,topic1_prob,topic2_id,topic2_prob,topic3_id,topic4_prob
286,5,0.2716316878795624,1,0.2245912104845047,7,0.2064990997314453
291,1,0.6627317667007446,7,0.17376962304115295,6,0.05939669534564018
292,5,0.4483416974544525,1,0.23803213238716125,8,0.15782088041305542
293,7,0.22914396226406097,8,0.19012083113193512,5,0.18024659156799316
295,7,0.4135497808456421,1,0.3720117211341858,10,0.09970419853925705
296,7,0.5204285979270935,8,0.15368907153606415,1,0.12121696025133133
298,5,0.6585545539855957,1,0.2153472602367401,7,0.055113982409238815
299,1,0.42703595757484436,5,0.3944553732872009,8,0.06376548856496811
301,1,0.4634993374347687,7,0.3021100163459778,5,0.07258162647485733
305,1,0.4096153676509857,7,0.32109102606773376,8,0.2143692821264267
308,1,0.33133286237716675,8,0.2924773097038269,5,0.1974669247865677
311,8,0.4068157970905304,1,0.3137919008731842,7,0.16322720050811768
312,1,0.3842758238315582,7,0.20985069870948792,5,0.18233154714107513
313,5,0.6347090005874634,7,0.15115505456924438,1,0.09777937829494476
314,1,0.5070077180862427,5,0.19233445823192596,7,0.14796152710914612
315,1,0.3485260605812073,7,0.21842913329601288,8,0.20755693316459656
317,1,0.4396367073059082,5,0.19445642828941345,8,0.15772460401058197
320,7,0.3257339596748352,6,0.2620433270931244,1,0.1472565084695816
322,1,0.40953943133354187,7,0.16304363310337067,10,0.15232330560684204
323,7,0.5530344843864441,1,0.21143688261508942,8,0.13552750647068024
326,8,0.33477044105529785,1,0.2612139582633972,7,0.1174016147851944
327,1,0.629227340221405,7,0.19698864221572876,5,0.12399426102638245
328,5,0.36045169830322266,8,0.31114819645881653,1,0.2359711229801178
329,5,0.46519359946250916,6,0.2551555037498474,8,0.16937114298343658
330,10,0.659375011920929,2,0.17157402634620667,8,0.13476115465164185
331,2,0.6684625148773193,8,0.1202906146645546,7,0.06325524300336838
332,8,0.5007049441337585,6,0.2240923047065735,2,0.11495427042245865
526,8,0.4107602834701538,5,0.37709081172943115,7,0.12956829369068146
334,5,0.33024951815605164,6,0.21664047241210938,8,0.17605528235435486
335,5,0.3305513858795166,6,0.2582273483276367,3,0.14446933567523956
337,7,0.4388429820537567,4,0.3615836799144745,8,0.08182239532470703
338,7,0.42466112971305847,4,0.31974726915359497,6,0.06784909963607788
341,8,0.45278990268707275,6,0.27752482891082764,5,0.2375713735818863
342,6,0.41764435172080994,8,0.2557400166988373,5,0.18839147686958313
343,7,0.3899783194065094,4,0.21087588369846344,8,0.1578923761844635
345,6,0.2949751913547516,8,0.20047125220298767,5,0.1334872543811798
346,8,0.4482833743095398,6,0.23343972861766815,5,0.0765245109796524
347,5,0.5571557879447937,8,0.24486473202705383,6,0.10759434849023819
348,8,0.36918994784355164,5,0.3028801679611206,6,0.22241340577602386
351,8,0.5509328842163086,5,0.2461216151714325,6,0.1302141696214676
354,6,0.34507182240486145,10,0.21029771864414215,5,0.16540823876857758
355,6,0.3328561782836914,8,0.22902388870716095,5,0.22867923974990845
356,6,0.534134566783905,5,0.2319297343492508,8,0.1697533279657364
357,5,0.73953777551651,10,0.09725101292133331,7,0.052623774856328964
358,8,0.4713776111602783,6,0.21702976524829865,5,0.1751217097043991
360,6,0.4289233684539795,5,0.3100859522819519,8,0.1523572951555252
361,7,0.32480910420417786,5,0.31908518075942993,6,0.22970066964626312
363,6,0.39909642934799194,5,0.28368592262268066,8,0.11794547736644745
364,5,0.7395444512367249,10,0.09724272042512894,7,0.05262354761362076
365,5,0.45859193801879883,8,0.3130790591239929,6,0.12597498297691345
367,5,0.3938489854335785,6,0.3509821593761444,8,0.08629117906093597
368,6,0.26250529289245605,8,0.17658889293670654,7,0.13937927782535553
370,8,0.41857630014419556,5,0.27464577555656433,6,0.12530677020549774
371,5,0.39321526885032654,8,0.36698204278945923,6,0.18433178961277008
372,8,0.39384713768959045,5,0.28013738989830017,6,0.2399970144033432
373,8,0.4044159948825836,5,0.38185834884643555,6,0.1682344377040863
374,5,0.4827480614185333,8,0.2399696260690689,6,0.12300475686788559
377,10,0.2790948152542114,7,0.20874567329883575,6,0.20225799083709717
378,8,0.7031816244125366,1,0.12525710463523865,6,0.09300120919942856
379,8,0.32721346616744995,5,0.21813102066516876,6,0.17260921001434326
382,8,0.39505040645599365,5,0.3333403766155243,6,0.22417472302913666
384,8,0.4668307304382324,6,0.23764003813266754,5,0.15657295286655426
385,8,0.695422887802124,5,0.11068720370531082,6,0.09448269009590149
386,5,0.29198601841926575,6,0.288573294878006,8,0.279182493686676
387,8,0.5561057329177856,6,0.19310083985328674,5,0.12197087705135345
389,8,0.5807667970657349,6,0.15846776962280273,2,0.08969222754240036
390,8,0.37802353501319885,5,0.3593321740627289,6,0.13027332723140717
417,8,0.5290724635124207,6,0.2159098982810974,5,0.17248515784740448
391,5,0.39770153164863586,7,0.20045176148414612,1,0.1724773645401001
392,6,0.4130132496356964,5,0.22908087074756622,8,0.18935194611549377
394,5,0.43544843792915344,8,0.22690586745738983,6,0.1823950558900833
395,5,0.7395321726799011,10,0.09725116938352585,7,0.05262787640094757
396,5,0.4098629355430603,8,0.38667061924934387,6,0.15085111558437347
399,8,0.3011362850666046,6,0.2709948718547821,5,0.2474067360162735
401,10,0.6196599006652832,8,0.24134184420108795,5,0.08186478167772293
402,8,0.5627076625823975,10,0.2718876898288727,1,0.08543407171964645
403,8,0.7130193710327148,10,0.13659240305423737,1,0.06389933079481125
404,2,0.8299517035484314,8,0.11148855090141296,1,0.03480975329875946
405,2,0.8511465191841125,8,0.06882462650537491,1,0.0463128425180912
408,5,0.5611210465431213,6,0.25505900382995605,8,0.1594122350215912
409,5,0.4620550870895386,8,0.23588944971561432,6,0.17512094974517822
413,5,0.6074159145355225,8,0.16973526775836945,6,0.14971408247947693
419,2,0.9023076891899109,8,0.04336937516927719,7,0.029819363728165627
420,2,0.8848146200180054,8,0.051746904850006104,7,0.03245752304792404
421,10,0.6248983144760132,8,0.2643403112888336,5,0.05229878053069115
423,2,0.876326322555542,8,0.08757155388593674,1,0.014460884034633636
424,8,0.5760499835014343,10,0.2154162973165512,5,0.09220147877931595
425,5,0.43074285984039307,8,0.337755411863327,6,0.14214308559894562
426,5,0.3041304349899292,8,0.2882751524448395,6,0.2772826552391052
427,5,0.32111045718193054,6,0.2857597768306732,8,0.27035966515541077
428,6,0.4788703918457031,5,0.2774811089038849,8,0.10059370845556259
429,5,0.3360964059829712,6,0.2967049479484558,4,0.1913914680480957
433,5,0.4880068600177765,6,0.245809406042099,8,0.07807863503694534
434,10,0.41478341817855835,2,0.2992486357688904,8,0.11398233473300934
435,7,0.9662694334983826,0,,0,
436,8,0.44655460119247437,5,0.37507081031799316,10,0.07153638452291489
442,8,0.44756901264190674,5,0.34711143374443054,6,0.11464065313339233
443,5,0.6523143649101257,6,0.17390067875385284,8,0.07576949894428253
444,5,0.52297043800354,6,0.2486426681280136,8,0.16000203788280487
445,9,0.4957091510295868,6,0.17107632756233215,5,0.1621023416519165
446,6,0.353805810213089,5,0.34000319242477417,8,0.16904941201210022
447,5,0.7395387291908264,10,0.09724973142147064,7,0.052623797208070755
448,5,0.7395487427711487,10,0.09723696857690811,7,0.05262341350317001
449,8,0.27879980206489563,4,0.2371789962053299,7,0.20701874792575836
450,5,0.6784036755561829,8,0.16155195236206055,6,0.1402902603149414
451,5,0.7605218887329102,6,0.10870741307735443,8,0.10354501754045486
452,5,0.624877393245697,8,0.22556765377521515,6,0.11441050469875336
453,5,0.5473554134368896,8,0.2066105753183365,6,0.08771494030952454
457,5,0.4077758491039276,8,0.3798423707485199,6,0.1789790242910385
460,5,0.7348563075065613,8,0.1049574613571167,6,0.07934612035751343
466,8,0.3530823588371277,5,0.27596890926361084,6,0.13824376463890076
467,6,0.33646252751350403,5,0.2646180987358093,8,0.23262076079845428
468,5,0.5058362483978271,4,0.27430257201194763,8,0.09595779329538345
469,5,0.630097508430481,8,0.1364048421382904,6,0.12031427770853043
475,2,0.8148118257522583,8,0.07565543055534363,7,0.059007566422224045
476,2,0.7878356575965881,8,0.10953633487224579,7,0.06242647022008896
477,2,0.7924386262893677,7,0.0760473906993866,8,0.05445827171206474
478,10,0.8107342720031738,2,0.07699911296367645,5,0.04529891908168793
479,2,0.8852635025978088,8,0.09062332659959793,0,
480,2,0.8737341165542603,8,0.05364799499511719,10,0.02382122538983822
481,2,0.8579145669937134,8,0.09089362621307373,10,0.02697593718767166
482,8,0.6624298095703125,10,0.1908656507730484,1,0.07414060831069946
483,5,0.7395337224006653,10,0.09725530445575714,7,0.05262419953942299
485,2,0.9152732491493225,8,0.04961146414279938,5,0.019001120701432228
486,2,0.8866757154464722,8,0.09159613400697708,0,
487,5,0.5008959174156189,6,0.1285543143749237,4,0.12061334401369095
488,8,0.4483031630516052,5,0.3716808557510376,6,0.14435628056526184
489,2,0.8044955730438232,8,0.08175571262836456,1,0.07372196763753891
490,2,0.7200251221656799,8,0.11013608425855637,5,0.08723241090774536
491,2,0.8181116580963135,8,0.06364269554615021,7,0.04476773738861084
492,2,0.7230689525604248,8,0.11230215430259705,7,0.05630813539028168
493,10,0.8103847503662109,8,0.08691874891519547,5,0.030078373849391937
494,2,0.8939896821975708,8,0.08305103331804276,0,
495,2,0.6841971278190613,8,0.17148958146572113,5,0.1285816729068756
496,2,0.8483431935310364,10,0.054410725831985474,8,0.05044448748230934
497,8,0.44378381967544556,10,0.21549804508686066,5,0.14102068543434143
498,2,0.8932514786720276,8,0.053393661975860596,1,0.028130048885941505
499,5,0.5131016969680786,8,0.2628430426120758,10,0.14624474942684174
500,10,0.6390823721885681,8,0.11249364912509918,1,0.10985631495714188
501,2,0.9129335880279541,8,0.06871776282787323,0,
502,5,0.5931499600410461,6,0.16693148016929626,8,0.15854191780090332
503,8,0.43613770604133606,10,0.3133527934551239,5,0.18531534075737
507,2,0.7976326942443848,5,0.0807405561208725,8,0.07815410941839218
508,2,0.9406931400299072,8,0.03544829413294792,7,0.014333443716168404
509,10,0.7270402908325195,2,0.07401330024003983,8,0.06875680387020111
510,2,0.9009290337562561,8,0.07975918054580688,0,
511,8,0.5484647154808044,10,0.22895407676696777,5,0.15567544102668762
512,8,0.45671364665031433,10,0.31161990761756897,5,0.14987099170684814
514,2,0.7706626653671265,8,0.10960511118173599,5,0.05372987687587738
515,2,0.8436824083328247,8,0.08941122144460678,1,0.03206414356827736
516,10,0.7013336420059204,8,0.20040540397167206,6,0.04700228199362755
517,8,0.45495879650115967,5,0.4253675043582916,6,0.09257534891366959
518,8,0.5297936797142029,10,0.2574021518230438,5,0.12171049416065216
519,8,0.5506885647773743,10,0.3082331717014313,1,0.09963592886924744
520,8,0.6836475729942322,10,0.21662575006484985,1,0.0763566866517067
522,4,0.5282752513885498,8,0.23449519276618958,5,0.12628087401390076
524,8,0.5500249266624451,5,0.16904710233211517,4,0.13381052017211914
532,2,0.8543314933776855,8,0.0953218936920166,1,0.026975544169545174
533,2,0.8228698968887329,8,0.13365131616592407,1,0.01740712672472
534,2,0.8947665095329285,8,0.06378539651632309,1,0.02426101081073284
535,2,0.8679752945899963,8,0.06705494225025177,1,0.029678164049983025
536,10,0.8752560019493103,5,0.0861726701259613,8,0.013509497977793217
537,10,0.63252854347229,2,0.15744741261005402,8,0.09863702952861786
538,2,0.8906159996986389,8,0.09017011523246765,0,
539,2,0.9186995029449463,8,0.045393552631139755,7,0.022137999534606934
540,2,0.9314952492713928,8,0.03010834939777851,7,0.024230819195508957
541,2,0.8792750835418701,8,0.07543496787548065,9,0.02394946850836277
542,8,0.39150530099868774,5,0.24030613899230957,2,0.2133939266204834
543,5,0.6188268661499023,6,0.16481411457061768,8,0.11556633561849594
545,10,0.6260708570480347,7,0.1086549162864685,5,0.08028782904148102
546,8,0.5295928716659546,10,0.31802186369895935,1,0.12291685491800308
547,8,0.5417410135269165,10,0.26171374320983887,1,0.14814043045043945
548,8,0.5069976449012756,10,0.35891544818878174,1,0.081600122153759
549,8,0.4915502071380615,10,0.3048718571662903,1,0.148850679397583
555,2,0.7997792959213257,5,0.0685139000415802,7,0.06555917114019394
557,2,0.8616380095481873,8,0.04973616451025009,7,0.04764171689748764
558,2,0.8406745195388794,7,0.06998011469841003,8,0.04482387751340866
559,2,0.8336034417152405,8,0.06516914814710617,7,0.06163686513900757
561,5,0.5007044076919556,10,0.2622929811477661,8,0.14672990143299103
562,2,0.8944956064224243,8,0.062373727560043335,7,0.0252224188297987
563,2,0.9009202718734741,8,0.07317277789115906,7,0.011299512349069118
564,2,0.7841271758079529,8,0.07598072290420532,10,0.06008797511458397
565,2,0.8444183468818665,8,0.1138065829873085,1,0.017461109906435013
567,8,0.6332032680511475,10,0.18546883761882782,1,0.1180448830127716
568,8,0.5111948251724243,10,0.21276631951332092,1,0.13555027544498444
569,8,0.6083921194076538,5,0.15448786318302155,10,0.13854989409446716
570,8,0.5739678144454956,10,0.2019626796245575,5,0.13389362394809723
572,2,0.8272207975387573,8,0.06555019319057465,7,0.055804044008255005
573,2,0.806666910648346,8,0.07037512958049774,7,0.050790540874004364
574,5,0.3819893002510071,8,0.3371736407279968,10,0.20458215475082397
575,5,0.24534404277801514,6,0.22806590795516968,8,0.2205776572227478
576,8,0.4980064630508423,5,0.1841786801815033,10,0.17634907364845276
580,2,0.9229687452316284,8,0.04077896475791931,7,0.015137359499931335
581,2,0.925166130065918,8,0.04322751984000206,7,0.01611129753291607
582,5,0.4911062717437744,10,0.22547392547130585,8,0.1936446726322174
583,2,0.9210358262062073,8,0.059054676443338394,0,
584,2,0.9149906635284424,8,0.0638577938079834,0,
609,5,0.5604415535926819,8,0.26183775067329407,6,0.13885372877120972
610,5,0.8241084218025208,8,0.08412379026412964,6,0.08092694729566574
585,5,0.7395353317260742,10,0.09725482016801834,7,0.052623238414525986
586,8,0.4928431510925293,5,0.2562503218650818,10,0.18498364090919495
588,5,0.5894008874893188,8,0.2030225247144699,6,0.16487626731395721
589,6,0.3021962642669678,8,0.28043362498283386,5,0.13930392265319824
591,2,0.9153153300285339,7,0.0357704795897007,8,0.025972045958042145
592,10,0.5382051467895508,8,0.3651895821094513,1,0.04594515264034271
593,2,0.8409785628318787,8,0.08081907033920288,7,0.03417728468775749
594,8,0.699028491973877,10,0.1368824988603592,1,0.11929327249526978
595,7,0.45046883821487427,6,0.1429601013660431,9,0.11219501495361328
596,5,0.7231781482696533,8,0.1521434634923935,6,0.10652393847703934
598,2,0.8598009347915649,8,0.05994712561368942,7,0.037468086928129196
599,5,0.3317171633243561,8,0.27919822931289673,10,0.22064995765686035
600,2,0.8787132501602173,8,0.07674146443605423,1,0.02344820462167263
601,8,0.5250327587127686,10,0.1870933622121811,5,0.15315063297748566
602,9,0.7781417369842529,10,0.09113809466362,5,0.06165282800793648
603,4,0.4573666453361511,7,0.39537614583969116,8,0.04631786793470383
607,5,0.5041549801826477,6,0.24979563057422638,8,0.15627889335155487
612,5,0.37354135513305664,6,0.2511727511882782,8,0.2322663515806198
613,8,0.4921478033065796,5,0.29953843355178833,6,0.1648721545934677
614,8,0.6171156764030457,5,0.1904333233833313,2,0.10390210896730423
615,5,0.5338146686553955,6,0.2796821594238281,3,0.062187716364860535
616,5,0.7217918634414673,6,0.16103191673755646,8,0.06875631213188171
619,2,0.6098002791404724,8,0.15381686389446259,7,0.12176985293626785
620,2,0.6353452801704407,8,0.20878393948078156,7,0.078378826379776
622,10,0.4300762414932251,7,0.24423275887966156,5,0.12199505418539047
623,2,0.8194055557250977,8,0.13979728519916534,7,0.015836449339985847
624,2,0.7750259637832642,8,0.08131712675094604,5,0.05367512255907059
